1277 articles
+-------------------------------------------+-------------+---------+---------------+---------------+
| Titlu                                     |    Autor    |   Tip   | Numar versuri | Numar cuvinte |
| O, rugăciunile mele...                    | Traian Dorz | articol |       45      |      536      |
| Prin uşa de foc...                        | Traian Dorz | articol |       52      |      516      |
| Da, numai fericirea şi îndurarea          | Traian Dorz | articol |       55      |      543      |
| Tu Mă iubeşti?                            | Traian Dorz |  poezie |       39      |      162      |
| Te-am iubit frumos Isuse?                 | Traian Dorz |  poezie |       29      |      120      |
| Toată iertarea păcatelor mele             | Traian Dorz | articol |       53      |      541      |
| Cele trei minuni                          | Traian Dorz | articol |       47      |      518      |
| Noaptea cea din urmă                      | Traian Dorz | articol |       46      |      464      |
| În nebunia mea                            | Traian Dorz | articol |       69      |      649      |
| Cum voi mai putea trăi?                   | Traian Dorz | articol |       42      |      488      |
| În cel mai greu întuneric                 | Traian Dorz | articol |       43      |      525      |
| Moartea cea mai fioroasă                  | Traian Dorz | articol |       52      |      545      |
| Mă rog în noaptea încercării              | Traian Dorz |  poezie |       29      |      115      |
| Doamne, numai Tu eşti                     | Traian Dorz |  poezie |       27      |      106      |
| Vuietul furtunilor mele!                  | Traian Dorz | articol |       42      |      417      |
| O punte de lumină dulce                   | Traian Dorz | articol |       48      |      456      |
| Cele patru nemărginiri                    | Traian Dorz | articol |       42      |      478      |
| Tu n-ai vrut fără noi                     | Traian Dorz | articol |       55      |      573      |
| Un cântar mare şi alb                     | Traian Dorz | articol |       53      |      493      |
| Era tulburător de frumos                  | Traian Dorz | articol |       50      |      473      |
| Frumosul ecou                             | Traian Dorz | articol |       49      |      525      |
| Şi eu am tras cu Domnul                   | Traian Dorz |  poezie |       29      |      138      |
| Aici unde eşti Tu Isus                    | Traian Dorz |  poezie |       27      |      140      |
| Ceea ce este al meu                       | Traian Dorz | articol |       46      |      518      |
| Frumosul cântar drept                     | Traian Dorz | articol |       53      |      512      |
| Nici măcar un nimic...                    | Traian Dorz | articol |       52      |      493      |
| Să nu te uiţi napoi prea mult             | Traian Dorz | articol |       48      |      563      |
| Mai smerit şi mai frumos                  | Traian Dorz | articol |       47      |      491      |
| Pentru Clipa Aceea...                     | Traian Dorz | articol |       52      |      548      |
| ...Ce plin de ierni e aici!               | Traian Dorz | articol |       58      |      522      |
| Preaiubitule nu-i nimeni                  | Traian Dorz |  poezie |       27      |      115      |
| O Doamne, nu lăsa                         | Traian Dorz |  poezie |       29      |      106      |
| Dulce Lumină a paşilor mei                | Traian Dorz | articol |       57      |      572      |
| Nici o altă posibilitate                  | Traian Dorz | articol |       54      |      548      |
| Numai ca s-o faci mai frumoasă            | Traian Dorz | articol |       51      |      554      |
| Cea mai frumoasă Jertfă                   | Traian Dorz | articol |       62      |      556      |
| Tăcerea şi cuvintele mele...              | Traian Dorz | articol |       59      |      467      |
| Numai pentru Tine                         | Traian Dorz | articol |       52      |      522      |
| Statornicia şi siguranţa mântuitoare      | Traian Dorz | articol |       59      |      556      |
| Ce dulce mi-e nădejdea                    | Traian Dorz |  poezie |       29      |       94      |
| Nu pot să mă mai satur                    | Traian Dorz |  poezie |       35      |      134      |
| Ce înseamnă a lua jugul Tău?              | Traian Dorz | articol |       60      |      670      |
| Adevăratele lupte                         | Traian Dorz | articol |       56      |      502      |
| Altceva ce să mai am?                     | Traian Dorz | articol |       53      |      535      |
| De firul acestei clipe                    | Traian Dorz | articol |       43      |      541      |
| O mie de taine...                         | Traian Dorz | articol |       63      |      599      |
| Atunci vom fi fericiţi amândoi            | Traian Dorz | articol |       74      |      635      |
| Amin, vino Doamne Isuse                   | Traian Dorz | articol |       76      |      674      |
| Tu Te-ai dus...                           | Traian Dorz |  poezie |       34      |      116      |
| Cred făgăduinţa Ta                        | Traian Dorz |  poezie |       32      |      143      |
| Mărgăritarele ascunse                     | Traian Dorz |  poezie |       29      |      102      |
| Rugăciune                                 | Traian Dorz | articol |       39      |      201      |
| Am întrebat Lumina...                     | Traian Dorz |  poezie |       19      |      126      |
| Minunea cea mare: Golgota                 | Traian Dorz | articol |       95      |      1284     |
| Ce mult mi-ai dat                         | Traian Dorz |  poezie |       19      |      103      |
| Biruirea greului vieţii                   | Traian Dorz | articol |      124      |      1755     |
| Toate laudele noastre                     | Traian Dorz |  poezie |       31      |      121      |
| Fericirea de a fi cu Domnul               | Traian Dorz | articol |      136      |      1845     |
| Binecuvântate fie                         | Traian Dorz |  poezie |       20      |      104      |
| Dragostea pentru înaintaşi                | Traian Dorz | articol |      115      |      1636     |
| Doamne, inima mea toată                   | Traian Dorz |  poezie |       31      |      119      |
| Bolile şi suferinţele de pe pământ        | Traian Dorz | articol |      114      |      1400     |
| Doamne-nlătură-l pe răul                  | Traian Dorz |  poezie |       22      |      130      |
| Liniştire şi vindecare                    | Traian Dorz | articol |       98      |      1162     |
| O, scoate-ne Isuse                        | Traian Dorz |  poezie |       21      |      109      |
| Asprime şi bunătate                       | Traian Dorz | articol |      100      |      1231     |
| Fericirea-i ascultarea                    | Traian Dorz |  poezie |       24      |      119      |
| Lacrimi şi mângâieri                      | Traian Dorz | articol |       98      |      1201     |
| Doamne, în ce har ne-nvălui               | Traian Dorz |  poezie |       31      |       96      |
| Comorile care rămân veşnic                | Traian Dorz | articol |       95      |      1289     |
| Întinde-Ţi Mâna Ta                        | Traian Dorz |  poezie |       29      |       94      |
| Adevărata preţuire                        | Traian Dorz | articol |       83      |      1154     |
| Iubirea mea-ndrăzneşte                    | Traian Dorz |  poezie |       30      |      109      |
| Iertare şi iubire                         | Traian Dorz | articol |       95      |      1247     |
| Nu-i nimeni mai dator ca mine             | Traian Dorz |  poezie |       29      |      120      |
| Omul cel mai fericit                      | Traian Dorz | articol |      114      |      1045     |
| Pe treptele acestea                       | Traian Dorz |  poezie |       35      |      121      |
| Singurul Templu Etern                     | Traian Dorz | articol |      155      |      1352     |
| Clopotul de Denii                         | Traian Dorz |  poezie |       24      |      105      |
| Aceea ce nu se poate ascunde              | Traian Dorz | articol |      127      |      1214     |
| Te-aş aduna iubire                        | Traian Dorz |  poezie |       23      |      132      |
| Ceea ce ne-a făcut unul                   | Traian Dorz | articol |      109      |      1298     |
| Despăgubeşte Doamne                       | Traian Dorz |  poezie |       19      |      106      |
| Viaţa noastră şi tainele ei               | Traian Dorz | articol |       91      |      1106     |
| Ce taine-mi sunt                          | Traian Dorz |  poezie |       29      |      135      |
| Lupta credinţei                           | Traian Dorz | articol |      109      |      1250     |
| Ce bine-a fost credinţă                   | Traian Dorz |  poezie |       20      |      122      |
| Împlinirea Voii lui Dumnezeu              | Traian Dorz | articol |       95      |      1086     |
| Cât de trecător e ceasul                  | Traian Dorz |  poezie |       26      |      120      |
| Măsura cea bună în toate                  | Traian Dorz | articol |       93      |      1133     |
| Deschide-te-nspre Domnul                  | Traian Dorz |  poezie |       44      |      152      |
| Marele preţ al Adevărului                 | Traian Dorz | articol |      101      |      1295     |
| Doamne-alungă depărtarea                  | Traian Dorz |  poezie |       26      |      100      |
| Pace şi adevăr                            | Traian Dorz | articol |      101      |      1195     |
| La orice răspântie                        | Traian Dorz |  poezie |       22      |      131      |
| Învăţătură şi deprinderi                  | Traian Dorz | articol |      118      |      1336     |
| Doamne, iată-mi şi hotarul                | Traian Dorz |  poezie |       29      |      106      |
| Îngăduinţa cu cei care ne învaţă          | Traian Dorz | articol |       90      |      1247     |
| Pân-la sfârşit doresc Isuse               | Traian Dorz |  poezie |       31      |      129      |
| Încercări şi răsplătiri                   | Traian Dorz | articol |       91      |      1294     |
| Să mor frumos                             | Traian Dorz |  poezie |       29      |      137      |
| Viaţă, moarte şi înviere                  | Traian Dorz | articol |      114      |      1550     |
| Isus a fost Biruitorul...                 | Traian Dorz |  poezie |       57      |      224      |
| Rugăciune                                 | Traian Dorz | articol |       38      |      152      |
| Fericită Piatră Scumpă                    | Traian Dorz |  poezie |       25      |       93      |
| Hristos - Dumnezeul nostru                | Traian Dorz | articol |      139      |      1650     |
| Nainte de-al Tău Nume Sfânt               | Traian Dorz |  poezie |       24      |      176      |
| Hristos este Împăratul                    | Traian Dorz |  poezie |       29      |      167      |
| Adevăratul trimes                         | Traian Dorz | articol |      138      |      1269     |
| O, Domnul meu Sfânt                       | Traian Dorz |  poezie |       27      |       78      |
| Cel Unul şi Unicul                        | Traian Dorz | articol |      139      |      1231     |
| Isus a venit...                           | Traian Dorz |  poezie |       26      |      102      |
| Numai în Lumină...                        | Traian Dorz |  poezie |       19      |      101      |
| Mărturisitori cere Domnul                 | Traian Dorz | articol |      141      |      1346     |
| Sunt bunuri mai de preţ                   | Traian Dorz |  poezie |       26      |      136      |
| Suntem în drum                            | Traian Dorz |  poezie |       26      |       98      |
| Nu descuraja niciodată                    | Traian Dorz | articol |      160      |      1616     |
| Din toate de pe lume                      | Traian Dorz |  poezie |       26      |       91      |
| Din locul unde sufăr                      | Traian Dorz |  poezie |       21      |      118      |
| Bucuria aflării Domnului                  | Traian Dorz | articol |      210      |      1761     |
| O, lângă Tine...                          | Traian Dorz |  poezie |       26      |       95      |
| Vorbeşte cu-ndrăzneală...                 | Traian Dorz |  poezie |       29      |       81      |
| Rămâi în Hristos                          | Traian Dorz | articol |      125      |      1389     |
| La capătul umblării                       | Traian Dorz |  poezie |       29      |       92      |
| Cine luptă împotrivă...                   | Traian Dorz |  poezie |       29      |       99      |
| Marile noastre răspunderi                 | Traian Dorz | articol |      165      |      1656     |
| O, nu-ţi fie teamă                        | Traian Dorz |  poezie |       23      |      116      |
| Vei fi tu-n stare?                        | Traian Dorz |  poezie |       29      |      113      |
| Sfinţenie şi pedeapsă                     | Traian Dorz | articol |      117      |      1056     |
| O, apără-ţi ochii                         | Traian Dorz |  poezie |       19      |      106      |
| Aruncă-ţi de pe umeri                     | Traian Dorz |  poezie |       26      |       82      |
| Fii totdeauna om                          | Traian Dorz | articol |      146      |      1298     |
| Veniţi suflete chemate                    | Traian Dorz |  poezie |       35      |      116      |
| Am străbătut oceanul                      | Traian Dorz |  poezie |       22      |      123      |
| Înţelegerea lucrurilor duhovniceşti       | Traian Dorz | articol |      157      |      1479     |
| Vine noaptea!                             | Traian Dorz |  poezie |       26      |       96      |
| Vai ţie Betsaida...                       | Traian Dorz |  poezie |       23      |      149      |
| Împreună lucrători cu Dumnezeu            | Traian Dorz | articol |      166      |      1419     |
| Trece vara...                             | Traian Dorz |  poezie |       26      |       84      |
| Să nu treci cu vederea                    | Traian Dorz |  poezie |       29      |      106      |
| Singurul Mântuitor este Hristos           | Traian Dorz | articol |      152      |      1366     |
| Ce linişte-ameninţătoare                  | Traian Dorz |  poezie |       27      |      110      |
| Ce frumoase-s toate                       | Traian Dorz |  poezie |       27      |      107      |
| Să umblăm numai după Hristos              | Traian Dorz | articol |      164      |      1651     |
| O, fiu curat...                           | Traian Dorz |  poezie |       26      |      104      |
| Ce fericit e să fii mamă                  | Traian Dorz |  poezie |       35      |      163      |
| Rugăciune şi mărturisire                  | Traian Dorz | articol |      146      |      1334     |
| Cu mâinile întinse                        | Traian Dorz |  poezie |       29      |       93      |
| Doamne, sufletul...                       | Traian Dorz |  poezie |       26      |       86      |
| Smerenia şi dragostea adevărată           | Traian Dorz | articol |      153      |      1338     |
| În Ziua Judecăţii aspre                   | Traian Dorz |  poezie |       29      |      120      |
| Iată Săptămâna Mare                       | Traian Dorz |  poezie |       19      |      130      |
| Roadele Adevărului şi Dragostei           | Traian Dorz | articol |      194      |      1835     |
| Isus, cu Tine...                          | Traian Dorz |  poezie |       26      |      107      |
| Har al Domnului Isus                      | Traian Dorz |  poezie |       31      |       82      |
| Dumnezeule-al Luminii                     | Traian Dorz |  poezie |       40      |      191      |
| Rugăciune                                 | Traian Dorz | articol |       34      |      182      |
| Cel ce binecuvântează                     | Traian Dorz |  poezie |       36      |      196      |
| Împlinirea hotărârilor lui Dumnezeu       | Traian Dorz | articol |       98      |      1574     |
| Să n-ajungi prea târziu                   | Traian Dorz |  poezie |       28      |      132      |
| Păcatul şi ispăşirea                      | Traian Dorz | articol |      115      |      1549     |
| Însetarea şi Apa Vieţii                   | Traian Dorz | articol |      110      |      1279     |
| Părinţii noştri...                        | Traian Dorz | articol |      113      |      1405     |
| Vouă celor cu credinţă                    | Traian Dorz |  poezie |       26      |       90      |
| Totul pentru Hristos                      | Traian Dorz | articol |      106      |      1356     |
| Un semănat neîntrerupt                    | Traian Dorz | articol |      125      |      1435     |
| Sfinţii din mijlocul nostru               | Traian Dorz | articol |      103      |      1294     |
| Doamne, când vrei Tu                      | Traian Dorz |  poezie |       26      |      106      |
| Adevărata credinţă                        | Traian Dorz | articol |      125      |      1338     |
| Marele nostru Binefăcător                 | Traian Dorz | articol |      113      |      1407     |
| Păcatul, izvorul răului                   | Traian Dorz | articol |      118      |      1446     |
| Nu judecaţi nedrept                       | Traian Dorz | articol |      111      |      1370     |
| Întoarce-mă Doamne                        | Traian Dorz |  poezie |       24      |      135      |
| Primirea lui Hristos                      | Traian Dorz | articol |      122      |      1562     |
| Mărturisirea noastră                      | Traian Dorz | articol |      107      |      1428     |
| Isus n-a suit                             | Traian Dorz |  poezie |       26      |      110      |
| Urmarea adevărată a lui Isus              | Traian Dorz | articol |       94      |      1058     |
| Mândria şi gloata                         | Traian Dorz | articol |       99      |      1283     |
| Tu suferi pentru mine                     | Traian Dorz |  poezie |       26      |      112      |
| Familia sufletului nostru                 | Traian Dorz | articol |      108      |      1328     |
| Părinţii şi copiii                        | Traian Dorz | articol |      104      |      1272     |
| Adevărata slavă                           | Traian Dorz | articol |      100      |      1515     |
| Eu n-am drept                             | Traian Dorz |  poezie |       29      |      215      |
| Păcatul fricii                            | Traian Dorz | articol |      103      |      1336     |
| Mai bun este sfârşitul                    | Traian Dorz | articol |      111      |      1252     |
| A face voia lui Dumnezeu                  | Traian Dorz | articol |      114      |      1443     |
| Hristos este Împăratul                    | Traian Dorz |  poezie |       29      |      172      |
| Moartea şi Viaţa                          | Traian Dorz | articol |      104      |      1489     |
| Împărtăşirile adânci ale inimilor         | Traian Dorz | articol |      124      |      1492     |
| Să nu Te duci departe                     | Traian Dorz |  poezie |       24      |      165      |
| Hristos, Stânca noastră                   | Traian Dorz | articol |       97      |      1080     |
| Naşterea din nou                          | Traian Dorz | articol |       97      |      1188     |
| Păstorul bun                              | Traian Dorz | articol |       88      |      1136     |
| Ai mila noastră Doamne                    | Traian Dorz |  poezie |       19      |      103      |
| Binefăcătorii şi hoţii turmei             | Traian Dorz | articol |       85      |      1292     |
| Ajută-mă Doamne                           | Traian Dorz |  poezie |       24      |      112      |
| Într-o clipă fericită                     | Traian Dorz | articol |       98      |      1290     |
| O, cât de Bun este Domnul!                | Traian Dorz | articol |       95      |      1181     |
| Tot despre oi şi despre câini             | Traian Dorz | articol |      106      |      1363     |
| Nainte de-al Tău Nume                     | Traian Dorz |  poezie |       26      |      179      |
| Fiul meu să ştii                          | Traian Dorz |  poezie |       42      |      290      |
| Rugăciune                                 | Traian Dorz | articol |       36      |      194      |
| Înţelept e-acela care                     | Traian Dorz |  poezie |       41      |      155      |
| Calea şi urmaşul                          | Traian Dorz | articol |      106      |      1474     |
| Vorbirea şi tăcerea                       | Traian Dorz | articol |      104      |      1347     |
| Doamne, Dumnezeul nostru                  | Traian Dorz |  poezie |       31      |      108      |
| Strigătul şi şoapta                       | Traian Dorz | articol |       93      |      1018     |
| Munca şi lupta                            | Traian Dorz | articol |       92      |      1277     |
| Slava şi răsplata                         | Traian Dorz | articol |       83      |      1083     |
| Noi cerem minuni                          | Traian Dorz |  poezie |       32      |      126      |
| Minunile şi credinţa                      | Traian Dorz | articol |       97      |      1098     |
| Chemarea şi venirea                       | Traian Dorz | articol |      116      |      1242     |
| Mai este poate o scânteie                 | Traian Dorz |  poezie |       20      |      106      |
| Intrarea şi Ieşirea                       | Traian Dorz | articol |      113      |      1274     |
| Unitatea şi dezbinarea                    | Traian Dorz | articol |      106      |      1260     |
| Isus a venit                              | Traian Dorz |  poezie |       26      |      101      |
| Dragostea şi ura                          | Traian Dorz | articol |      122      |      1370     |
| Cuvântul şi Duhul                         | Traian Dorz | articol |      113      |      1136     |
| Sunt bunuri mai de preţ                   | Traian Dorz |  poezie |       26      |      137      |
| Ucenicul şi prigonitorul                  | Traian Dorz | articol |      109      |      1189     |
| Libertatea şi robia                       | Traian Dorz | articol |      106      |      1186     |
| Numai în lumină                           | Traian Dorz |  poezie |       19      |      100      |
| A cerceta sau nu                          | Traian Dorz | articol |       96      |      1144     |
| Adevărul şi datoria                       | Traian Dorz | articol |      107      |      1454     |
| Doamne, sunt din nou                      | Traian Dorz |  poezie |       26      |       97      |
| Binele şi Răul                            | Traian Dorz | articol |       98      |      1263     |
| Neprihănirea şi vinovăţia                 | Traian Dorz | articol |      115      |      1394     |
| Noi Îl dorim pe Dumnezeu                  | Traian Dorz |  poezie |       24      |       93      |
| Curajul şi frica                          | Traian Dorz | articol |       94      |      1313     |
| Lumina şi vederea                         | Traian Dorz | articol |      117      |      1224     |
| Om cu om pe lumea asta                    | Traian Dorz |  poezie |       26      |      110      |
| Mărturia şi crezarea                      | Traian Dorz | articol |      122      |      1381     |
| Căutarea şi aflarea                       | Traian Dorz | articol |       98      |      1223     |
| Omul cel născut de Sus                    | Traian Dorz |  poezie |       31      |      129      |
| Locurile şi clipele                       | Traian Dorz | articol |       97      |      1287     |
| Măreţia şi cuprinderea                    | Traian Dorz | articol |      111      |      1584     |
| Hristosul Bucuriei                        | Traian Dorz |  poezie |       14      |       91      |
| Bolile şi vindecarea                      | Traian Dorz | articol |      100      |      1679     |
| Vorbirea şi harul                         | Traian Dorz | articol |       91      |      1394     |
| Sfârşească-se frumos                      | Traian Dorz |  poezie |       24      |       94      |
| Smerenia şi curăţia                       | Traian Dorz | articol |       97      |      1315     |
| Rugăciunea şi trăirea                     | Traian Dorz | articol |       92      |      1312     |
| Să semănăm mereu                          | Traian Dorz |  poezie |       29      |      111      |
| Lauda şi meritul                          | Traian Dorz | articol |       88      |      1259     |
| Auzirea şi ascultarea                     | Traian Dorz | articol |       84      |      1324     |
| Întrebarea şi răspunsul                   | Traian Dorz | articol |       87      |      1282     |
| Dragoste şi lacrimi                       | Traian Dorz |  poezie |       19      |      100      |
| Avuţia cea mai mare                       | Traian Dorz |  poezie |       36      |      257      |
| Rugăciune                                 | Traian Dorz | articol |       40      |      224      |
| Moştenirea minunată                       | Traian Dorz |  poezie |       39      |      136      |
| Singura Avuţie                            | Traian Dorz | articol |       79      |      1501     |
| Buna-cuviinţă şi evlavia                  | Traian Dorz | articol |       97      |      1183     |
| Harul Dulcelui Isus                       | Traian Dorz |  poezie |       30      |       95      |
| Conştiinţa şi mustrarea                   | Traian Dorz | articol |      126      |      1778     |
| Învăţătorul şi ucenicul                   | Traian Dorz | articol |      113      |      1531     |
| O, binecuvântaţi genunchii                | Traian Dorz |  poezie |       35      |      152      |
| Înaintaşii şi urmaşii                     | Traian Dorz | articol |       97      |      1137     |
| Vindecarea şi moartea                     | Traian Dorz | articol |       96      |      1257     |
| Suntem în drum                            | Traian Dorz |  poezie |       26      |       98      |
| Osteneala şi lenea                        | Traian Dorz | articol |      109      |      1423     |
| Porunca şi ascultarea                     | Traian Dorz | articol |      102      |      1315     |
| Din câmpul cel cu stele                   | Traian Dorz |  poezie |       19      |      146      |
| Taina şi înţelesul                        | Traian Dorz | articol |       97      |      1179     |
| Adevărul şi mărturisirea                  | Traian Dorz | articol |       95      |      1201     |
| Pe toate zilele vieţii                    | Traian Dorz |  poezie |       26      |      121      |
| Arătarea şi ascunderea                    | Traian Dorz | articol |      107      |      1382     |
| Aur şi zgură                              | Traian Dorz | articol |       93      |      1116     |
| Din locul unde sufăr                      | Traian Dorz |  poezie |       19      |      118      |
| Statornicie şi schimbare                  | Traian Dorz | articol |      107      |      1270     |
| Cinste şi ruşine                          | Traian Dorz | articol |       88      |      1093     |
| Din toate de pe lume                      | Traian Dorz |  poezie |       14      |       89      |
| Laudă şi mustrare                         | Traian Dorz | articol |       92      |      1012     |
| Lucrul şi nelucrarea                      | Traian Dorz | articol |       96      |      1319     |
| Ce grea e lupta sfântă                    | Traian Dorz |  poezie |       24      |      174      |
| Darea şi primirea                         | Traian Dorz | articol |       93      |      1221     |
| Mântuirea şi păcatul                      | Traian Dorz | articol |       88      |      1135     |
| O, ce frumoasă eşti Iubire                | Traian Dorz |  poezie |       31      |      115      |
| Adevăr şi înşelare                        | Traian Dorz | articol |       91      |      1116     |
| Ascultare şi părtăşie                     | Traian Dorz | articol |       87      |      1027     |
| Tu eşti mereu cu mine                     | Traian Dorz |  poezie |       19      |      141      |
| Măreţia şi bunătatea                      | Traian Dorz | articol |       93      |      1114     |
| Adevărul şi inimile                       | Traian Dorz | articol |      103      |      1164     |
| O, lângă Tine...                          | Traian Dorz |  poezie |       14      |       96      |
| Creatori şi creaţii                       | Traian Dorz | articol |       95      |      1156     |
| Ştiinţa şi neştiinţa                      | Traian Dorz | articol |       98      |      1168     |
| Întinde-Ţi Mâna                           | Traian Dorz |  poezie |       29      |       90      |
| Faţa şi făţărnicia                        | Traian Dorz | articol |       94      |      1016     |
| Încrederea şi siguranţa                   | Traian Dorz | articol |       99      |      1128     |
| Suflet scump, la tine                     | Traian Dorz |  poezie |       31      |       74      |
| Amintirile şi uitarea                     | Traian Dorz | articol |       91      |      1188     |
| Obişnuit şi neobişnuit                    | Traian Dorz | articol |      108      |      1358     |
| Ceasul suferinţei...                      | Traian Dorz |  poezie |       20      |       94      |
| Marta şi Maria                            | Traian Dorz | articol |       99      |      1337     |
| Grabă şi zăbavă                           | Traian Dorz | articol |      108      |      1260     |
| Te-ai dus Tu Tinereţe                     | Traian Dorz |  poezie |       28      |      151      |
| Păşune dulce e Cuvântul                   | Traian Dorz |  poezie |       42      |      345      |
| Rugăciune                                 | Traian Dorz | articol |       46      |      203      |
| Adevărata-nţelepciune                     | Traian Dorz |  poezie |       42      |      152      |
| Facerea şi Început                        | Traian Dorz | articol |       95      |      1098     |
| Mărginire şi nemărginire                  | Traian Dorz | articol |       98      |      1131     |
| Cântăm Domnului                           | Traian Dorz |  poezie |       33      |       98      |
| Focul şi înştiinţarea                     | Traian Dorz | articol |       91      |      1124     |
| Suferinţa şi slava                        | Traian Dorz | articol |       82      |      1012     |
| Cântări Noi                               | Traian Dorz |  poezie |       34      |      131      |
| Faptă şi răsplată                         | Traian Dorz | articol |       77      |      1102     |
| Via şi roadele                            | Traian Dorz | articol |      102      |      1192     |
| În credinţa părintească                   | Traian Dorz |  poezie |       25      |      112      |
| Grija şi îngrijorarea                     | Traian Dorz | articol |      105      |      1177     |
| Nădejde şi înviere                        | Traian Dorz | articol |       89      |      1135     |
| Doamne, ce frumos era                     | Traian Dorz |  poezie |       29      |      104      |
| Apropierea şi ascultarea                  | Traian Dorz | articol |      100      |      1143     |
| Prezent şi Viitor                         | Traian Dorz | articol |      104      |      1199     |
| Părtăşia adunării...                      | Traian Dorz |  poezie |       31      |      110      |
